,_id,created_at,updated_at,channel_id,content_type,content_id,content_offset_seconds,commenter,source,state,message
0,8344d7e6-a407-4c03-95cb-5aed20abdbc4,2020-09-23T23:52:31.059Z,2020-09-23T23:52:31.059Z,25736477,video,750152941,18.359,"{'display_name': 'TommeyBot', '_id': '263583260', 'name': 'tommeybot', 'type': 'user', 'bio': 'Get back to Tommey', 'created_at': '2018-09-29T19:58:37.482247Z', 'updated_at': '2020-09-21T14:44:28.008475Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/0313f259-3af2-4109-abb2-0ab2b835848e-profile_image-300x300.png'}",chat,published,"{'body': 'Join the Discord server: https://discordapp.com/invite/tommey tommeyKing Make sure to connect your twitch account in the settings!', 'emoticons': [{'_id': '300962742', 'begin': 62, 'end': 71}], 'fragments': [{'text': 'Join the Discord server: https://discordapp.com/invite/tommey '}, {'text': 'tommeyKing', 'emoticon': {'emoticon_id': '300962742', 'emoticon_set_id': ''}}, {'text': ' Make sure to connect your twitch account in the settings!'}], 'is_action': False, 'user_badges': [{'_id': 'moderator', 'version': '1'}, {'_id': 'subscriber', 'version': '18'}], 'user_color': '#FF4500', 'user_notice_params': {}}"
1,a42023f2-b627-4163-8c42-e5d5d1712356,2020-09-23T23:52:52.913Z,2020-09-23T23:52:52.913Z,25736477,video,750152941,40.213,"{'display_name': 'PWatt51', '_id': '187464262', 'name': 'pwatt51', 'type': 'user', 'bio': None, 'created_at': '2017-12-26T23:05:50.304396Z', 'updated_at': '2020-09-24T09:23:54.173098Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/831dd437-6e1d-471e-ba77-2c35235d5f00-profile_image-300x300.png'}",chat,published,"{'body': 'Hi', 'fragments': [{'text': 'Hi'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '0'}], 'user_notice_params': {}}"
2,4117f0a3-28a4-42a6-8848-58396bdf35d5,2020-09-23T23:52:56.488Z,2020-09-23T23:52:56.488Z,25736477,video,750152941,43.788,"{'display_name': 'tsf23_', '_id': '549882413', 'name': 'tsf23_', 'type': 'user', 'bio': 'Pushing to get 50 followers. It means so much. Pls stop by and watch a stream if you can. Donations are set up for this channel if you fell like being a good person. ', 'created_at': '2020-07-01T11:32:45.641013Z', 'updated_at': '2020-09-09T10:18:49.292028Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/385bf939-9427-4c77-8890-9b90dbbfdf17-profile_image-300x300.png'}",chat,published,"{'body': 'Hi Tommey', 'fragments': [{'text': 'Hi Tommey'}], 'is_action': False, 'user_badges': [{'_id': 'premium', 'version': '1'}], 'user_color': '#00F4FF', 'user_notice_params': {}}"
3,42d20e3e-8a32-4bcb-9d45-499315896213,2020-09-23T23:53:02.749Z,2020-09-23T23:53:02.749Z,25736477,video,750152941,50.049,"{'display_name': 'xxdarkxxlordx', '_id': '154409101', 'name': 'xxdarkxxlordx', 'type': 'user', 'bio': ""Me?Hi my name is Xander.I live in South AfricaI love gamingI can really rage alotI Love Gaming.If you have a problem with me nice, let me know we sort it out.I don't have beef with people.Much love and appreciation,Hope you enjoy your stay ;)"", 'created_at': '2017-04-24T02:58:57.095551Z', 'updated_at': '2020-09-23T13:56:04.695789Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/2f1bd871-dfac-4953-b57a-01a7f446a19d-profile_image-300x300.png'}",chat,published,"{'body': 'Hi', 'fragments': [{'text': 'Hi'}], 'is_action': False, 'user_color': '#8A2BE2', 'user_notice_params': {}}"
4,d6f65be0-c6ec-4836-a6dd-dae5a029cdcb,2020-09-23T23:53:02.815Z,2020-09-23T23:53:02.815Z,25736477,video,750152941,50.115,"{'display_name': 'uhdemetrius', '_id': '550819369', 'name': 'uhdemetrius', 'type': 'user', 'bio': 'Twitter Demetriusha Instagram uhdemetrius', 'created_at': '2020-07-03T22:59:03.038187Z', 'updated_at': '2020-09-17T14:28:19.87446Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/285fa1a8-ed9c-429d-b966-45bd6461e04f-profile_image-300x300.png'}",chat,published,"{'body': 'hi', 'fragments': [{'text': 'hi'}], 'is_action': False, 'user_color': '#B22222', 'user_notice_params': {}}"
5,1092f73d-c656-406f-adb1-1b83892d099f,2020-09-23T23:53:03.541Z,2020-09-23T23:53:03.541Z,25736477,video,750152941,50.841,"{'display_name': 'tymiller23', '_id': '411261566', 'name': 'tymiller23', 'type': 'user', 'bio': None, 'created_at': '2019-01-21T20:04:32.306444Z', 'updated_at': '2020-09-07T17:43:32.286443Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/215b7342-def9-11e9-9a66-784f43822e80-profile_image-300x300.png'}",chat,published,"{'body': 'Hi', 'fragments': [{'text': 'Hi'}], 'is_action': False, 'user_notice_params': {}}"
6,46dc3fc0-848c-48a8-8d80-67efc1fa1e3b,2020-09-23T23:53:09.565Z,2020-09-23T23:53:09.565Z,25736477,video,750152941,56.865,"{'display_name': 'sarahlouise4', '_id': '517143414', 'name': 'sarahlouise4', 'type': 'user', 'bio': None, 'created_at': '2020-04-19T17:25:20.242705Z', 'updated_at': '2020-09-23T23:28:12.005658Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/8b250c8b-1151-49fa-b935-504508785b88-profile_image-300x300.png'}",chat,published,"{'body': 'Hello', 'fragments': [{'text': 'Hello'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '0'}, {'_id': 'sub-gifter', 'version': '1'}], 'user_color': '#ED3E9D', 'user_notice_params': {}}"
7,efb4b082-8318-465f-bd37-a3103a6c11bf,2020-09-23T23:53:11.214Z,2020-09-23T23:53:11.214Z,25736477,video,750152941,58.514,"{'display_name': 'hartlxss', '_id': '214593506', 'name': 'hartlxss', 'type': 'user', 'bio': 'too old for this', 'created_at': '2018-04-15T22:22:07.230872Z', 'updated_at': '2020-09-24T00:47:05.057547Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/5e632a1f-94dc-4419-8ba6-c29f0051f980-profile_image-300x300.png'}",chat,published,"{'body': 'whats good in the hoooddd', 'fragments': [{'text': 'whats good in the hoooddd'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '0'}, {'_id': 'premium', 'version': '1'}], 'user_notice_params': {}}"
8,85ccaeaf-1094-486e-9dd2-39ad93a4b84e,2020-09-23T23:53:13.127Z,2020-09-23T23:53:13.127Z,25736477,video,750152941,60.427,"{'display_name': '0777023692', '_id': '583953889', 'name': '0777023692', 'type': 'user', 'bio': None, 'created_at': '2020-09-16T21:31:59.317697Z', 'updated_at': '2020-09-23T23:56:44.748211Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/ebe4cd89-b4f4-4cd9-adac-2f30151b4209-profile_image-300x300.png'}",chat,published,"{'body': 'yow', 'fragments': [{'text': 'yow'}], 'is_action': False, 'user_notice_params': {}}"
9,985a6f66-5e0c-4b60-94aa-a1cef77c59da,2020-09-23T23:53:13.901Z,2020-09-23T23:53:13.901Z,25736477,video,750152941,61.201,"{'display_name': 'reaper_oh', '_id': '279035092', 'name': 'reaper_oh', 'type': 'user', 'bio': 'I mainly stream Call of Duty: Modern Warfare but I also stream a variety of other games!', 'created_at': '2018-11-28T19:47:11.365462Z', 'updated_at': '2020-09-24T00:38:35.794629Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/5e3c65b1-169f-4b63-a191-a025dca5a7d6-profile_image-300x300.png'}",chat,published,"{'body': 'glgl my guy get that W!', 'fragments': [{'text': 'glgl my guy get that W!'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '0'}, {'_id': 'premium', 'version': '1'}], 'user_notice_params': {}}"
